# rem_bits first_diff input_index output_index
14 0 0 16384
13 0 16384 131072
13 1 24576 184320
13 2 32768 233472
13 3 40960 278528
13 4 49152 319488
13 5 57344 356352
13 6 65536 389120
13 7 73728 417792
13 8 81920 442368
13 9 90112 462848
13 10 98304 479232
13 11 106496 491520
13 12 114688 499712
13 13 122880 503808
12 0 131072 503808
12 1 135168 528384
12 2 139264 550912
12 3 143360 571392
12 4 147456 589824
12 5 151552 606208
12 6 155648 620544
12 7 159744 632832
12 8 163840 643072
12 9 167936 651264
12 10 172032 657408
12 11 176128 661504
12 12 180224 663552
12 1 184320 663552
12 2 188416 686080
12 3 192512 706560
12 4 196608 724992
12 5 200704 741376
12 6 204800 755712
12 7 208896 768000
12 8 212992 778240
12 9 217088 786432
12 10 221184 792576
12 11 225280 796672
12 12 229376 798720
12 2 233472 798720
12 3 237568 819200
12 4 241664 837632
12 5 245760 854016
12 6 249856 868352
12 7 253952 880640
12 8 258048 890880
12 9 262144 899072
12 10 266240 905216
12 11 270336 909312
12 12 274432 911360
12 3 278528 911360
12 4 282624 929792
12 5 286720 946176
12 6 290816 960512
12 7 294912 972800
12 8 299008 983040
12 9 303104 991232
12 10 307200 997376
12 11 311296 1001472
12 12 315392 1003520
12 4 319488 1003520
12 5 323584 1019904
12 6 327680 1034240
12 7 331776 1046528
12 8 335872 1056768
12 9 339968 1064960
12 10 344064 1071104
12 11 348160 1075200
12 12 352256 1077248
12 5 356352 1077248
12 6 360448 1091584
12 7 364544 1103872
12 8 368640 1114112
12 9 372736 1122304
12 10 376832 1128448
12 11 380928 1132544
12 12 385024 1134592
12 6 389120 1134592
12 7 393216 1146880
12 8 397312 1157120
12 9 401408 1165312
12 10 405504 1171456
12 11 409600 1175552
12 12 413696 1177600
12 7 417792 1177600
12 8 421888 1187840
12 9 425984 1196032
12 10 430080 1202176
12 11 434176 1206272
12 12 438272 1208320
12 8 442368 1208320
12 9 446464 1216512
12 10 450560 1222656
12 11 454656 1226752
12 12 458752 1228800
12 9 462848 1228800
12 10 466944 1234944
12 11 471040 1239040
12 12 475136 1241088
12 10 479232 1241088
12 11 483328 1245184
12 12 487424 1247232
12 11 491520 1247232
12 12 495616 1249280
12 12 499712 1249280
11 0 503808 1249280
11 1 505856 1260544
11 2 507904 1270784
11 3 509952 1280000
11 4 512000 1288192
11 5 514048 1295360
11 6 516096 1301504
11 7 518144 1306624
11 8 520192 1310720
11 9 522240 1313792
11 10 524288 1315840
11 11 526336 1316864
11 1 528384 1316864
11 2 530432 1327104
11 3 532480 1336320
11 4 534528 1344512
11 5 536576 1351680
11 6 538624 1357824
11 7 540672 1362944
11 8 542720 1367040
11 9 544768 1370112
11 10 546816 1372160
11 11 548864 1373184
11 2 550912 1373184
11 3 552960 1382400
11 4 555008 1390592
11 5 557056 1397760
11 6 559104 1403904
11 7 561152 1409024
11 8 563200 1413120
11 9 565248 1416192
11 10 567296 1418240
11 11 569344 1419264
11 3 571392 1419264
11 4 573440 1427456
11 5 575488 1434624
11 6 577536 1440768
11 7 579584 1445888
11 8 581632 1449984
11 9 583680 1453056
11 10 585728 1455104
11 11 587776 1456128
11 4 589824 1456128
11 5 591872 1463296
11 6 593920 1469440
11 7 595968 1474560
11 8 598016 1478656
11 9 600064 1481728
11 10 602112 1483776
11 11 604160 1484800
11 5 606208 1484800
11 6 608256 1490944
11 7 610304 1496064
11 8 612352 1500160
11 9 614400 1503232
11 10 616448 1505280
11 11 618496 1506304
11 6 620544 1506304
11 7 622592 1511424
11 8 624640 1515520
11 9 626688 1518592
11 10 628736 1520640
11 11 630784 1521664
11 7 632832 1521664
11 8 634880 1525760
11 9 636928 1528832
11 10 638976 1530880
11 11 641024 1531904
11 8 643072 1531904
11 9 645120 1534976
11 10 647168 1537024
11 11 649216 1538048
11 9 651264 1538048
11 10 653312 1540096
11 11 655360 1541120
11 10 657408 1541120
11 11 659456 1542144
11 11 661504 1542144
11 1 663552 1542144
11 2 665600 1552384
11 3 667648 1561600
11 4 669696 1569792
11 5 671744 1576960
11 6 673792 1583104
11 7 675840 1588224
11 8 677888 1592320
11 9 679936 1595392
11 10 681984 1597440
11 11 684032 1598464
11 2 686080 1598464
11 3 688128 1607680
11 4 690176 1615872
11 5 692224 1623040
11 6 694272 1629184
11 7 696320 1634304
11 8 698368 1638400
11 9 700416 1641472
11 10 702464 1643520
11 11 704512 1644544
11 3 706560 1644544
11 4 708608 1652736
11 5 710656 1659904
11 6 712704 1666048
11 7 714752 1671168
11 8 716800 1675264
11 9 718848 1678336
11 10 720896 1680384
11 11 722944 1681408
11 4 724992 1681408
11 5 727040 1688576
11 6 729088 1694720
11 7 731136 1699840
11 8 733184 1703936
11 9 735232 1707008
11 10 737280 1709056
11 11 739328 1710080
11 5 741376 1710080
11 6 743424 1716224
11 7 745472 1721344
11 8 747520 1725440
11 9 749568 1728512
11 10 751616 1730560
11 11 753664 1731584
11 6 755712 1731584
11 7 757760 1736704
11 8 759808 1740800
11 9 761856 1743872
11 10 763904 1745920
11 11 765952 1746944
11 7 768000 1746944
11 8 770048 1751040
11 9 772096 1754112
11 10 774144 1756160
11 11 776192 1757184
11 8 778240 1757184
11 9 780288 1760256
11 10 782336 1762304
11 11 784384 1763328
11 9 786432 1763328
11 10 788480 1765376
11 11 790528 1766400
11 10 792576 1766400
11 11 794624 1767424
11 11 796672 1767424
11 2 798720 1767424
11 3 800768 1776640
11 4 802816 1784832
11 5 804864 1792000
11 6 806912 1798144
11 7 808960 1803264
11 8 811008 1807360
11 9 813056 1810432
11 10 815104 1812480
11 11 817152 1813504
11 3 819200 1813504
11 4 821248 1821696
11 5 823296 1828864
11 6 825344 1835008
11 7 827392 1840128
11 8 829440 1844224
11 9 831488 1847296
11 10 833536 1849344
11 11 835584 1850368
11 4 837632 1850368
11 5 839680 1857536
11 6 841728 1863680
11 7 843776 1868800
11 8 845824 1872896
11 9 847872 1875968
11 10 849920 1878016
11 11 851968 1879040
11 5 854016 1879040
11 6 856064 1885184
11 7 858112 1890304
11 8 860160 1894400
11 9 862208 1897472
11 10 864256 1899520
11 11 866304 1900544
11 6 868352 1900544
11 7 870400 1905664
11 8 872448 1909760
11 9 874496 1912832
11 10 876544 1914880
11 11 878592 1915904
11 7 880640 1915904
11 8 882688 1920000
11 9 884736 1923072
11 10 886784 1925120
11 11 888832 1926144
11 8 890880 1926144
11 9 892928 1929216
11 10 894976 1931264
11 11 897024 1932288
11 9 899072 1932288
11 10 901120 1934336
