# rem_bits first_diff input_index output_index
12 0 0 4096
11 0 4096 28672
11 1 6144 39936
11 2 8192 50176
11 3 10240 59392
11 4 12288 67584
11 5 14336 74752
11 6 16384 80896
11 7 18432 86016
11 8 20480 90112
11 9 22528 93184
11 10 24576 95232
11 11 26624 96256
10 0 28672 96256
10 1 29696 101376
10 2 30720 105984
10 3 31744 110080
10 4 32768 113664
10 5 33792 116736
10 6 34816 119296
10 7 35840 121344
10 8 36864 122880
10 9 37888 123904
10 10 38912 124416
10 1 39936 124416
10 2 40960 129024
10 3 41984 133120
10 4 43008 136704
10 5 44032 139776
10 6 45056 142336
10 7 46080 144384
10 8 47104 145920
10 9 48128 146944
10 10 49152 147456
10 2 50176 147456
10 3 51200 151552
10 4 52224 155136
10 5 53248 158208
10 6 54272 160768
10 7 55296 162816
10 8 56320 164352
10 9 57344 165376
10 10 58368 165888
10 3 59392 165888
10 4 60416 169472
10 5 61440 172544
10 6 62464 175104
10 7 63488 177152
10 8 64512 178688
10 9 65536 179712
10 10 66560 180224
10 4 67584 180224
10 5 68608 183296
10 6 69632 185856
10 7 70656 187904
10 8 71680 189440
10 9 72704 190464
10 10 73728 190976
10 5 74752 190976
10 6 75776 193536
10 7 76800 195584
10 8 77824 197120
10 9 78848 198144
10 10 79872 198656
10 6 80896 198656
10 7 81920 200704
10 8 82944 202240
10 9 83968 203264
10 10 84992 203776
10 7 86016 203776
10 8 87040 205312
10 9 88064 206336
10 10 89088 206848
10 8 90112 206848
10 9 91136 207872
10 10 92160 208384
10 9 93184 208384
10 10 94208 208896
10 10 95232 208896
9 0 96256 208896
9 1 96768 211200
9 2 97280 213248
9 3 97792 215040
9 4 98304 216576
9 5 98816 217856
9 6 99328 218880
9 7 99840 219648
9 8 100352 220160
9 9 100864 220416
9 1 101376 220416
9 2 101888 222464
9 3 102400 224256
9 4 102912 225792
9 5 103424 227072
9 6 103936 228096
9 7 104448 228864
9 8 104960 229376
9 9 105472 229632
9 2 105984 229632
9 3 106496 231424
9 4 107008 232960
9 5 107520 234240
9 6 108032 235264
9 7 108544 236032
9 8 109056 236544
9 9 109568 236800
9 3 110080 236800
9 4 110592 238336
9 5 111104 239616
9 6 111616 240640
9 7 112128 241408
9 8 112640 241920
9 9 113152 242176
9 4 113664 242176
9 5 114176 243456
9 6 114688 244480
9 7 115200 245248
9 8 115712 245760
9 9 116224 246016
9 5 116736 246016
9 6 117248 247040
9 7 117760 247808
9 8 118272 248320
9 9 118784 248576
9 6 119296 248576
9 7 119808 249344
9 8 120320 249856
9 9 120832 250112
9 7 121344 250112
9 8 121856 250624
9 9 122368 250880
9 8 122880 250880
9 9 123392 251136
9 9 123904 251136
9 1 124416 251136
9 2 124928 253184
9 3 125440 254976
9 4 125952 256512
9 5 126464 257792
9 6 126976 258816
9 7 127488 259584
9 8 128000 260096
9 9 128512 260352
9 2 129024 260352
9 3 129536 262144
9 4 130048 263680
9 5 130560 264960
9 6 131072 265984
9 7 131584 266752
9 8 132096 267264
9 9 132608 267520
9 3 133120 267520
9 4 133632 269056
9 5 134144 270336
9 6 134656 271360
9 7 135168 272128
9 8 135680 272640
9 9 136192 272896
9 4 136704 272896
9 5 137216 274176
9 6 137728 275200
9 7 138240 275968
9 8 138752 276480
9 9 139264 276736
9 5 139776 276736
9 6 140288 277760
9 7 140800 278528
9 8 141312 279040
9 9 141824 279296
9 6 142336 279296
9 7 142848 280064
9 8 143360 280576
9 9 143872 280832
9 7 144384 280832
9 8 144896 281344
9 9 145408 281600
9 8 145920 281600
9 9 146432 281856
9 9 146944 281856
9 2 147456 281856
9 3 147968 283648
9 4 148480 285184
9 5 148992 286464
9 6 149504 287488
9 7 150016 288256
9 8 150528 288768
9 9 151040 289024
9 3 151552 289024
9 4 152064 290560
9 5 152576 291840
9 6 153088 292864
9 7 153600 293632
9 8 154112 294144
9 9 154624 294400
9 4 155136 294400
9 5 155648 295680
9 6 156160 296704
9 7 156672 297472
9 8 157184 297984
9 9 157696 298240
9 5 158208 298240
9 6 158720 299264
9 7 159232 300032
9 8 159744 300544
9 9 160256 300800
9 6 160768 300800
9 7 161280 301568
9 8 161792 302080
9 9 162304 302336
9 7 162816 302336
9 8 163328 302848
9 9 163840 303104
9 8 164352 303104
9 9 164864 303360
9 9 165376 303360
9 3 165888 303360
9 4 166400 304896
9 5 166912 306176
9 6 167424 307200
9 7 167936 307968
9 8 168448 308480
9 9 168960 308736
9 4 169472 308736
9 5 169984 310016
9 6 170496 311040
9 7 171008 311808
9 8 171520 312320
9 9 172032 312576
9 5 172544 312576
9 6 173056 313600
9 7 173568 314368
9 8 174080 314880
9 9 174592 315136
9 6 175104 315136
9 7 175616 315904
9 8 176128 316416
9 9 176640 316672
9 7 177152 316672
9 8 177664 317184
9 9 178176 317440
9 8 178688 317440
9 9 179200 317696
9 9 179712 317696
