# rem_bits first_diff input_index output_index
10 0 0 1024
9 0 1024 6144
9 1 1536 8448
9 2 2048 10496
9 3 2560 12288
9 4 3072 13824
9 5 3584 15104
9 6 4096 16128
9 7 4608 16896
9 8 5120 17408
9 9 5632 17664
8 0 6144 17664
8 1 6400 18688
8 2 6656 19584
8 3 6912 20352
8 4 7168 20992
8 5 7424 21504
8 6 7680 21888
8 7 7936 22144
8 8 8192 22272
8 1 8448 22272
8 2 8704 23168
8 3 8960 23936
8 4 9216 24576
8 5 9472 25088
8 6 9728 25472
8 7 9984 25728
8 8 10240 25856
8 2 10496 25856
8 3 10752 26624
8 4 11008 27264
8 5 11264 27776
8 6 11520 28160
8 7 11776 28416
8 8 12032 28544
8 3 12288 28544
8 4 12544 29184
8 5 12800 29696
8 6 13056 30080
8 7 13312 30336
8 8 13568 30464
8 4 13824 30464
8 5 14080 30976
8 6 14336 31360
8 7 14592 31616
8 8 14848 31744
8 5 15104 31744
8 6 15360 32128
8 7 15616 32384
8 8 15872 32512
8 6 16128 32512
8 7 16384 32768
8 8 16640 32896
8 7 16896 32896
8 8 17152 33024
8 8 17408 33024
7 0 17664 33024
7 1 17792 33472
7 2 17920 33856
7 3 18048 34176
7 4 18176 34432
7 5 18304 34624
7 6 18432 34752
7 7 18560 34816
7 1 18688 34816
7 2 18816 35200
7 3 18944 35520
7 4 19072 35776
7 5 19200 35968
7 6 19328 36096
7 7 19456 36160
7 2 19584 36160
7 3 19712 36480
7 4 19840 36736
7 5 19968 36928
7 6 20096 37056
7 7 20224 37120
7 3 20352 37120
7 4 20480 37376
7 5 20608 37568
7 6 20736 37696
7 7 20864 37760
7 4 20992 37760
7 5 21120 37952
7 6 21248 38080
7 7 21376 38144
7 5 21504 38144
7 6 21632 38272
7 7 21760 38336
7 6 21888 38336
7 7 22016 38400
7 7 22144 38400
7 1 22272 38400
7 2 22400 38784
7 3 22528 39104
7 4 22656 39360
7 5 22784 39552
7 6 22912 39680
7 7 23040 39744
7 2 23168 39744
7 3 23296 40064
7 4 23424 40320
7 5 23552 40512
7 6 23680 40640
7 7 23808 40704
7 3 23936 40704
7 4 24064 40960
7 5 24192 41152
7 6 24320 41280
7 7 24448 41344
7 4 24576 41344
7 5 24704 41536
7 6 24832 41664
7 7 24960 41728
7 5 25088 41728
7 6 25216 41856
7 7 25344 41920
7 6 25472 41920
7 7 25600 41984
7 7 25728 41984
7 2 25856 41984
7 3 25984 42304
7 4 26112 42560
7 5 26240 42752
7 6 26368 42880
7 7 26496 42944
7 3 26624 42944
7 4 26752 43200
7 5 26880 43392
7 6 27008 43520
7 7 27136 43584
7 4 27264 43584
7 5 27392 43776
7 6 27520 43904
7 7 27648 43968
7 5 27776 43968
7 6 27904 44096
7 7 28032 44160
7 6 28160 44160
7 7 28288 44224
7 7 28416 44224
7 3 28544 44224
7 4 28672 44480
7 5 28800 44672
7 6 28928 44800
7 7 29056 44864
7 4 29184 44864
7 5 29312 45056
7 6 29440 45184
7 7 29568 45248
7 5 29696 45248
7 6 29824 45376
7 7 29952 45440
7 6 30080 45440
7 7 30208 45504
7 7 30336 45504
7 4 30464 45504
7 5 30592 45696
7 6 30720 45824
7 7 30848 45888
7 5 30976 45888
7 6 31104 46016
7 7 31232 46080
7 6 31360 46080
7 7 31488 46144
7 7 31616 46144
7 5 31744 46144
7 6 31872 46272
7 7 32000 46336
7 6 32128 46336
7 7 32256 46400
7 7 32384 46400
7 6 32512 46400
7 7 32640 46464
7 7 32768 46464
7 7 32896 46464
6 0 33024 46464
6 1 33088 46656
6 2 33152 46816
6 3 33216 46944
6 4 33280 47040
6 5 33344 47104
6 6 33408 47136
6 1 33472 47136
6 2 33536 47296
6 3 33600 47424
6 4 33664 47520
6 5 33728 47584
6 6 33792 47616
6 2 33856 47616
6 3 33920 47744
6 4 33984 47840
6 5 34048 47904
6 6 34112 47936
6 3 34176 47936
6 4 34240 48032
6 5 34304 48096
6 6 34368 48128
6 4 34432 48128
6 5 34496 48192
6 6 34560 48224
6 5 34624 48224
6 6 34688 48256
6 6 34752 48256
6 1 34816 48256
6 2 34880 48416
6 3 34944 48544
6 4 35008 48640
6 5 35072 48704
6 6 35136 48736
