# rem_bits first_diff input_index output_index
4 2 14324160 14345312
3 2 14345312 14348584
2 2 14348584 14348894
3 3 14345320 14348588
4 3 14324176 14345328
3 3 14345328 14348588
4 4 14324192 14345336
5 3 14228736 14324208
4 3 14324208 14345336
3 3 14345336 14348588
4 4 14324224 14345344
5 4 14228768 14324240
4 4 14324240 14345344
5 5 14228800 14324256
6 2 13908416 14228832
5 2 14228832 14324256
4 2 14324256 14345344
3 2 14345344 14348588
2 2 14348588 14348894
3 3 14345352 14348592
4 3 14324272 14345360
3 3 14345360 14348592
4 4 14324288 14345368
5 3 14228864 14324304
4 3 14324304 14345368
3 3 14345368 14348592
4 4 14324320 14345376
5 4 14228896 14324336
4 4 14324336 14345376
5 5 14228928 14324352
6 3 13908480 14228960
5 3 14228960 14324352
4 3 14324352 14345376
3 3 14345376 14348592
4 4 14324368 14345384
5 4 14228992 14324384
4 4 14324384 14345384
5 5 14229024 14324400
6 4 13908544 14229056
5 4 14229056 14324400
4 4 14324400 14345384
5 5 14229088 14324416
6 5 13908608 14229120
5 5 14229120 14324416
6 6 13908672 14229152
7 2 13084032 13908736
6 2 13908736 14229152
5 2 14229152 14324416
4 2 14324416 14345384
3 2 14345384 14348592
2 2 14348592 14348894
3 3 14345392 14348596
4 3 14324432 14345400
3 3 14345400 14348596
4 4 14324448 14345408
5 3 14229184 14324464
4 3 14324464 14345408
3 3 14345408 14348596
4 4 14324480 14345416
5 4 14229216 14324496
4 4 14324496 14345416
5 5 14229248 14324512
6 3 13908800 14229280
5 3 14229280 14324512
4 3 14324512 14345416
3 3 14345416 14348596
4 4 14324528 14345424
5 4 14229312 14324544
4 4 14324544 14345424
5 5 14229344 14324560
6 4 13908864 14229376
5 4 14229376 14324560
4 4 14324560 14345424
5 5 14229408 14324576
6 5 13908928 14229440
5 5 14229440 14324576
6 6 13908992 14229472
7 3 13084160 13909056
6 3 13909056 14229472
5 3 14229472 14324576
4 3 14324576 14345424
3 3 14345424 14348596
4 4 14324592 14345432
5 4 14229504 14324608
4 4 14324608 14345432
5 5 14229536 14324624
6 4 13909120 14229568
5 4 14229568 14324624
4 4 14324624 14345432
5 5 14229600 14324640
6 5 13909184 14229632
5 5 14229632 14324640
6 6 13909248 14229664
7 4 13084288 13909312
6 4 13909312 14229664
5 4 14229664 14324640
4 4 14324640 14345432
5 5 14229696 14324656
6 5 13909376 14229728
5 5 14229728 14324656
6 6 13909440 14229760
7 5 13084416 13909504
6 5 13909504 14229760
5 5 14229760 14324656
6 6 13909568 14229792
7 6 13084544 13909632
6 6 13909632 14229792
7 7 13084672 13909696
8 2 11436032 13084800
7 2 13084800 13909696
6 2 13909696 14229792
5 2 14229792 14324656
4 2 14324656 14345432
3 2 14345432 14348596
2 2 14348596 14348894
3 3 14345440 14348600
4 3 14324672 14345448
3 3 14345448 14348600
4 4 14324688 14345456
5 3 14229824 14324704
4 3 14324704 14345456
3 3 14345456 14348600
4 4 14324720 14345464
5 4 14229856 14324736
4 4 14324736 14345464
5 5 14229888 14324752
6 3 13909760 14229920
5 3 14229920 14324752
4 3 14324752 14345464
3 3 14345464 14348600
4 4 14324768 14345472
5 4 14229952 14324784
4 4 14324784 14345472
5 5 14229984 14324800
6 4 13909824 14230016
5 4 14230016 14324800
4 4 14324800 14345472
5 5 14230048 14324816
6 5 13909888 14230080
5 5 14230080 14324816
6 6 13909952 14230112
7 3 13084928 13910016
6 3 13910016 14230112
5 3 14230112 14324816
4 3 14324816 14345472
3 3 14345472 14348600
4 4 14324832 14345480
5 4 14230144 14324848
4 4 14324848 14345480
5 5 14230176 14324864
6 4 13910080 14230208
5 4 14230208 14324864
4 4 14324864 14345480
5 5 14230240 14324880
6 5 13910144 14230272
5 5 14230272 14324880
6 6 13910208 14230304
7 4 13085056 13910272
6 4 13910272 14230304
5 4 14230304 14324880
4 4 14324880 14345480
5 5 14230336 14324896
6 5 13910336 14230368
5 5 14230368 14324896
6 6 13910400 14230400
7 5 13085184 13910464
6 5 13910464 14230400
5 5 14230400 14324896
6 6 13910528 14230432
7 6 13085312 13910592
6 6 13910592 14230432
7 7 13085440 13910656
8 3 11436288 13085568
7 3 13085568 13910656
6 3 13910656 14230432
5 3 14230432 14324896
4 3 14324896 14345480
3 3 14345480 14348600
4 4 14324912 14345488
5 4 14230464 14324928
4 4 14324928 14345488
5 5 14230496 14324944
6 4 13910720 14230528
5 4 14230528 14324944
4 4 14324944 14345488
5 5 14230560 14324960
6 5 13910784 14230592
5 5 14230592 14324960
6 6 13910848 14230624
7 4 13085696 13910912
6 4 13910912 14230624
5 4 14230624 14324960
4 4 14324960 14345488
5 5 14230656 14324976
6 5 13910976 14230688
5 5 14230688 14324976
6 6 13911040 14230720
7 5 13085824 13911104
6 5 13911104 14230720
5 5 14230720 14324976
6 6 13911168 14230752
7 6 13085952 13911232
6 6 13911232 14230752
7 7 13086080 13911296
8 4 11436544 13086208
7 4 13086208 13911296
6 4 13911296 14230752
5 4 14230752 14324976
4 4 14324976 14345488
5 5 14230784 14324992
6 5 13911360 14230816
5 5 14230816 14324992
6 6 13911424 14230848
7 5 13086336 13911488
6 5 13911488 14230848
5 5 14230848 14324992
6 6 13911552 14230880
7 6 13086464 13911616
6 6 13911616 14230880
7 7 13086592 13911680
8 5 11436800 13086720
7 5 13086720 13911680
6 5 13911680 14230880
5 5 14230880 14324992
6 6 13911744 14230912
7 6 13086848 13911808
6 6 13911808 14230912
7 7 13086976 13911872
8 6 11437056 13087104
7 6 13087104 13911872
6 6 13911872 14230912
7 7 13087232 13911936
8 7 11437312 13087360
7 7 13087360 13911936
8 8 11437568 13087488
9 1 8873472 11437824
8 1 11437824 13087488
7 1 13087488 13911936
6 1 13911936 14230912
5 1 14230912 14324992
4 1 14324992 14345488
3 1 14345488 14348600
2 1 14348600 14348894
1 1 14348894 14348907
2 2 14348604 14348896
3 2 14345496 14348608
2 2 14348608 14348896
3 3 14345504 14348612
4 2 14325008 14345512
3 2 14345512 14348612
2 2 14348612 14348896
3 3 14345520 14348616
4 3 14325024 14345528
3 3 14345528 14348616
4 4 14325040 14345536
5 2 14230944 14325056
4 2 14325056 14345536
3 2 14345536 14348616
2 2 14348616 14348896
3 3 14345544 14348620
4 3 14325072 14345552
3 3 14345552 14348620
4 4 14325088 14345560
5 3 14230976 14325104
4 3 14325104 14345560
3 3 14345560 14348620
4 4 14325120 14345568
5 4 14231008 14325136
4 4 14325136 14345568
5 5 14231040 14325152
6 2 13912000 14231072
5 2 14231072 14325152
4 2 14325152 14345568
3 2 14345568 14348620
2 2 14348620 14348896
3 3 14345576 14348624
4 3 14325168 14345584
3 3 14345584 14348624
4 4 14325184 14345592
5 3 14231104 14325200
4 3 14325200 14345592
3 3 14345592 14348624
4 4 14325216 14345600
5 4 14231136 14325232
4 4 14325232 14345600
5 5 14231168 14325248
6 3 13912064 14231200
5 3 14231200 14325248
4 3 14325248 14345600
3 3 14345600 14348624
4 4 14325264 14345608
5 4 14231232 14325280
4 4 14325280 14345608
5 5 14231264 14325296
6 4 13912128 14231296
5 4 14231296 14325296
4 4 14325296 14345608
5 5 14231328 14325312
6 5 13912192 14231360
5 5 14231360 14325312
6 6 13912256 14231392
7 2 13087616 13912320
6 2 13912320 14231392
5 2 14231392 14325312
4 2 14325312 14345608
3 2 14345608 14348624
2 2 14348624 14348896
3 3 14345616 14348628
4 3 14325328 14345624
3 3 14345624 14348628
4 4 14325344 14345632
5 3 14231424 14325360
4 3 14325360 14345632
3 3 14345632 14348628
4 4 14325376 14345640
5 4 14231456 14325392
4 4 14325392 14345640
5 5 14231488 14325408
6 3 13912384 14231520
5 3 14231520 14325408
4 3 14325408 14345640
3 3 14345640 14348628
4 4 14325424 14345648
5 4 14231552 14325440
4 4 14325440 14345648
5 5 14231584 14325456
6 4 13912448 14231616
5 4 14231616 14325456
4 4 14325456 14345648
5 5 14231648 14325472
6 5 13912512 14231680
5 5 14231680 14325472
6 6 13912576 14231712
7 3 13087744 13912640
6 3 13912640 14231712
5 3 14231712 14325472
4 3 14325472 14345648
3 3 14345648 14348628
4 4 14325488 14345656
5 4 14231744 14325504
4 4 14325504 14345656
5 5 14231776 14325520
6 4 13912704 14231808
5 4 14231808 14325520
4 4 14325520 14345656
5 5 14231840 14325536
6 5 13912768 14231872
5 5 14231872 14325536
6 6 13912832 14231904
7 4 13087872 13912896
6 4 13912896 14231904
5 4 14231904 14325536
4 4 14325536 14345656
5 5 14231936 14325552
6 5 13912960 14231968
5 5 14231968 14325552
6 6 13913024 14232000
7 5 13088000 13913088
6 5 13913088 14232000
5 5 14232000 14325552
6 6 13913152 14232032
7 6 13088128 13913216
6 6 13913216 14232032
7 7 13088256 13913280
8 2 11438080 13088384
7 2 13088384 13913280
6 2 13913280 14232032
5 2 14232032 14325552
4 2 14325552 14345656
3 2 14345656 14348628
2 2 14348628 14348896
3 3 14345664 14348632
4 3 14325568 14345672
3 3 14345672 14348632
4 4 14325584 14345680
5 3 14232064 14325600
4 3 14325600 14345680
3 3 14345680 14348632
4 4 14325616 14345688
5 4 14232096 14325632
4 4 14325632 14345688
5 5 14232128 14325648
6 3 13913344 14232160
5 3 14232160 14325648
4 3 14325648 14345688
3 3 14345688 14348632
4 4 14325664 14345696
5 4 14232192 14325680
4 4 14325680 14345696
5 5 14232224 14325696
6 4 13913408 14232256
5 4 14232256 14325696
4 4 14325696 14345696
5 5 14232288 14325712
6 5 13913472 14232320
5 5 14232320 14325712
6 6 13913536 14232352
7 3 13088512 13913600
6 3 13913600 14232352
5 3 14232352 14325712
4 3 14325712 14345696
3 3 14345696 14348632
4 4 14325728 14345704
5 4 14232384 14325744
4 4 14325744 14345704
5 5 14232416 14325760
6 4 13913664 14232448
5 4 14232448 14325760
4 4 14325760 14345704
5 5 14232480 14325776
6 5 13913728 14232512
5 5 14232512 14325776
6 6 13913792 14232544
7 4 13088640 13913856
6 4 13913856 14232544
5 4 14232544 14325776
4 4 14325776 14345704
5 5 14232576 14325792
6 5 13913920 14232608
5 5 14232608 14325792
6 6 13913984 14232640
7 5 13088768 13914048
6 5 13914048 14232640
5 5 14232640 14325792
6 6 13914112 14232672
7 6 13088896 13914176
6 6 13914176 14232672
7 7 13089024 13914240
8 3 11438336 13089152
7 3 13089152 13914240
6 3 13914240 14232672
5 3 14232672 14325792
4 3 14325792 14345704
3 3 14345704 14348632
4 4 14325808 14345712
5 4 14232704 14325824
4 4 14325824 14345712
5 5 14232736 14325840
6 4 13914304 14232768
5 4 14232768 14325840
4 4 14325840 14345712
5 5 14232800 14325856
6 5 13914368 14232832
5 5 14232832 14325856
6 6 13914432 14232864
7 4 13089280 13914496
6 4 13914496 14232864
5 4 14232864 14325856
4 4 14325856 14345712
5 5 14232896 14325872
6 5 13914560 14232928
5 5 14232928 14325872
6 6 13914624 14232960
7 5 13089408 13914688
6 5 13914688 14232960
5 5 14232960 14325872
6 6 13914752 14232992
7 6 13089536 13914816
6 6 13914816 14232992
7 7 13089664 13914880
8 4 11438592 13089792
7 4 13089792 13914880
6 4 13914880 14232992
5 4 14232992 14325872
4 4 14325872 14345712
5 5 14233024 14325888
6 5 13914944 14233056
5 5 14233056 14325888
6 6 13915008 14233088
7 5 13089920 13915072
6 5 13915072 14233088
5 5 14233088 14325888
6 6 13915136 14233120
7 6 13090048 13915200
6 6 13915200 14233120
7 7 13090176 13915264
8 5 11438848 13090304
7 5 13090304 13915264
6 5 13915264 14233120
5 5 14233120 14325888
6 6 13915328 14233152
7 6 13090432 13915392
6 6 13915392 14233152
7 7 13090560 13915456
8 6 11439104 13090688
7 6 13090688 13915456
6 6 13915456 14233152
7 7 13090816 13915520
8 7 11439360 13090944
7 7 13090944 13915520
8 8 11439616 13091072
9 2 8873984 11439872
8 2 11439872 13091072
7 2 13091072 13915520
6 2 13915520 14233152
5 2 14233152 14325888
4 2 14325888 14345712
3 2 14345712 14348632
2 2 14348632 14348896
3 3 14345720 14348636
4 3 14325904 14345728
3 3 14345728 14348636
4 4 14325920 14345736
5 3 14233184 14325936
4 3 14325936 14345736
3 3 14345736 14348636
4 4 14325952 14345744
5 4 14233216 14325968
4 4 14325968 14345744
5 5 14233248 14325984
6 3 13915584 14233280
5 3 14233280 14325984
4 3 14325984 14345744
3 3 14345744 14348636
4 4 14326000 14345752
5 4 14233312 14326016
4 4 14326016 14345752
5 5 14233344 14326032
6 4 13915648 14233376
5 4 14233376 14326032
4 4 14326032 14345752
5 5 14233408 14326048
6 5 13915712 14233440
5 5 14233440 14326048
6 6 13915776 14233472
7 3 13091200 13915840
6 3 13915840 14233472
5 3 14233472 14326048
4 3 14326048 14345752
3 3 14345752 14348636
4 4 14326064 14345760
5 4 14233504 14326080
4 4 14326080 14345760
5 5 14233536 14326096
6 4 13915904 14233568
5 4 14233568 14326096
4 4 14326096 14345760
5 5 14233600 14326112
6 5 13915968 14233632
5 5 14233632 14326112
6 6 13916032 14233664
7 4 13091328 13916096
6 4 13916096 14233664
5 4 14233664 14326112
4 4 14326112 14345760
5 5 14233696 14326128
6 5 13916160 14233728
5 5 14233728 14326128
6 6 13916224 14233760
7 5 13091456 13916288
6 5 13916288 14233760
5 5 14233760 14326128
6 6 13916352 14233792
7 6 13091584 13916416
6 6 13916416 14233792
7 7 13091712 13916480
8 3 11440128 13091840
7 3 13091840 13916480
6 3 13916480 14233792
5 3 14233792 14326128
4 3 14326128 14345760
3 3 14345760 14348636
4 4 14326144 14345768
5 4 14233824 14326160
4 4 14326160 14345768
5 5 14233856 14326176
6 4 13916544 14233888
5 4 14233888 14326176
4 4 14326176 14345768
5 5 14233920 14326192
6 5 13916608 14233952
5 5 14233952 14326192
6 6 13916672 14233984
7 4 13091968 13916736
6 4 13916736 14233984
5 4 14233984 14326192
4 4 14326192 14345768
5 5 14234016 14326208
6 5 13916800 14234048
5 5 14234048 14326208
6 6 13916864 14234080
7 5 13092096 13916928
6 5 13916928 14234080
5 5 14234080 14326208
6 6 13916992 14234112
7 6 13092224 13917056
6 6 13917056 14234112
7 7 13092352 13917120
8 4 11440384 13092480
7 4 13092480 13917120
6 4 13917120 14234112
5 4 14234112 14326208
4 4 14326208 14345768
5 5 14234144 14326224
6 5 13917184 14234176
5 5 14234176 14326224
6 6 13917248 14234208
7 5 13092608 13917312
6 5 13917312 14234208
5 5 14234208 14326224
6 6 13917376 14234240
7 6 13092736 13917440
6 6 13917440 14234240
7 7 13092864 13917504
8 5 11440640 13092992
7 5 13092992 13917504
6 5 13917504 14234240
5 5 14234240 14326224
6 6 13917568 14234272
7 6 13093120 13917632
6 6 13917632 14234272
7 7 13093248 13917696
8 6 11440896 13093376
7 6 13093376 13917696
6 6 13917696 14234272
7 7 13093504 13917760
8 7 11441152 13093632
7 7 13093632 13917760
8 8 11441408 13093760
9 3 8874496 11441664
8 3 11441664 13093760
7 3 13093760 13917760
6 3 13917760 14234272
5 3 14234272 14326224
4 3 14326224 14345768
3 3 14345768 14348636
4 4 14326240 14345776
5 4 14234304 14326256
4 4 14326256 14345776
5 5 14234336 14326272
6 4 13917824 14234368
5 4 14234368 14326272
4 4 14326272 14345776
5 5 14234400 14326288
6 5 13917888 14234432
5 5 14234432 14326288
6 6 13917952 14234464
7 4 13093888 13918016
6 4 13918016 14234464
5 4 14234464 14326288
4 4 14326288 14345776
5 5 14234496 14326304
6 5 13918080 14234528
5 5 14234528 14326304
6 6 13918144 14234560
7 5 13094016 13918208
6 5 13918208 14234560
5 5 14234560 14326304
6 6 13918272 14234592
7 6 13094144 13918336
6 6 13918336 14234592
7 7 13094272 13918400
8 4 11441920 13094400
7 4 13094400 13918400
6 4 13918400 14234592
5 4 14234592 14326304
4 4 14326304 14345776
5 5 14234624 14326320
6 5 13918464 14234656
5 5 14234656 14326320
6 6 13918528 14234688
7 5 13094528 13918592
6 5 13918592 14234688
5 5 14234688 14326320
6 6 13918656 14234720
7 6 13094656 13918720
6 6 13918720 14234720
7 7 13094784 13918784
8 5 11442176 13094912
7 5 13094912 13918784
6 5 13918784 14234720
5 5 14234720 14326320
6 6 13918848 14234752
7 6 13095040 13918912
6 6 13918912 14234752
7 7 13095168 13918976
8 6 11442432 13095296
7 6 13095296 13918976
6 6 13918976 14234752
7 7 13095424 13919040
8 7 11442688 13095552
7 7 13095552 13919040
8 8 11442944 13095680
9 4 8875008 11443200
8 4 11443200 13095680
7 4 13095680 13919040
6 4 13919040 14234752
5 4 14234752 14326320
4 4 14326320 14345776
5 5 14234784 14326336
6 5 13919104 14234816
5 5 14234816 14326336
6 6 13919168 14234848
7 5 13095808 13919232
6 5 13919232 14234848
5 5 14234848 14326336
6 6 13919296 14234880
7 6 13095936 13919360
6 6 13919360 14234880
7 7 13096064 13919424
8 5 11443456 13096192
7 5 13096192 13919424
6 5 13919424 14234880
5 5 14234880 14326336
6 6 13919488 14234912
7 6 13096320 13919552
6 6 13919552 14234912
7 7 13096448 13919616
8 6 11443712 13096576
7 6 13096576 13919616
6 6 13919616 14234912
7 7 13096704 13919680
8 7 11443968 13096832
7 7 13096832 13919680
8 8 11444224 13096960
9 5 8875520 11444480
8 5 11444480 13096960
7 5 13096960 13919680
6 5 13919680 14234912
5 5 14234912 14326336
6 6 13919744 14234944
7 6 13097088 13919808
6 6 13919808 14234944
7 7 13097216 13919872
8 6 11444736 13097344
7 6 13097344 13919872
6 6 13919872 14234944
7 7 13097472 13919936
8 7 11444992 13097600
7 7 13097600 13919936
8 8 11445248 13097728
9 6 8876032 11445504
8 6 11445504 13097728
7 6 13097728 13919936
6 6 13919936 14234944
7 7 13097856 13920000
8 7 11445760 13097984
7 7 13097984 13920000
8 8 11446016 13098112
9 7 8876544 11446272
8 7 11446272 13098112
7 7 13098112 13920000
8 8 11446528 13098240
9 8 8877056 11446784
8 8 11446784 13098240
9 9 8877568 11447040
10 1 5798912 8878080
9 1 8878080 11447040
8 1 11447040 13098240
7 1 13098240 13920000
6 1 13920000 14234944
5 1 14234944 14326336
4 1 14326336 14345776
3 1 14345776 14348636
2 1 14348636 14348896
1 1 14348896 14348907
2 2 14348640 14348898
3 2 14345784 14348644
2 2 14348644 14348898
3 3 14345792 14348648
4 2 14326352 14345800
3 2 14345800 14348648
2 2 14348648 14348898
3 3 14345808 14348652
4 3 14326368 14345816
3 3 14345816 14348652
4 4 14326384 14345824
5 2 14234976 14326400
4 2 14326400 14345824
3 2 14345824 14348652
2 2 14348652 14348898
3 3 14345832 14348656
4 3 14326416 14345840
3 3 14345840 14348656
4 4 14326432 14345848
5 3 14235008 14326448
4 3 14326448 14345848
3 3 14345848 14348656
4 4 14326464 14345856
5 4 14235040 14326480
4 4 14326480 14345856
5 5 14235072 14326496
6 2 13920064 14235104
5 2 14235104 14326496
4 2 14326496 14345856
3 2 14345856 14348656
2 2 14348656 14348898
3 3 14345864 14348660
4 3 14326512 14345872
3 3 14345872 14348660
4 4 14326528 14345880
5 3 14235136 14326544
4 3 14326544 14345880
3 3 14345880 14348660
4 4 14326560 14345888
5 4 14235168 14326576
4 4 14326576 14345888
5 5 14235200 14326592
6 3 13920128 14235232
5 3 14235232 14326592
4 3 14326592 14345888
3 3 14345888 14348660
4 4 14326608 14345896
5 4 14235264 14326624
4 4 14326624 14345896
5 5 14235296 14326640
6 4 13920192 14235328
5 4 14235328 14326640
4 4 14326640 14345896
5 5 14235360 14326656
6 5 13920256 14235392
5 5 14235392 14326656
6 6 13920320 14235424
7 2 13098368 13920384
6 2 13920384 14235424
5 2 14235424 14326656
4 2 14326656 14345896
3 2 14345896 14348660
2 2 14348660 14348898
3 3 14345904 14348664
4 3 14326672 14345912
3 3 14345912 14348664
4 4 14326688 14345920
5 3 14235456 14326704
4 3 14326704 14345920
3 3 14345920 14348664
4 4 14326720 14345928
5 4 14235488 14326736
4 4 14326736 14345928
5 5 14235520 14326752
6 3 13920448 14235552
5 3 14235552 14326752
4 3 14326752 14345928
3 3 14345928 14348664
4 4 14326768 14345936
5 4 14235584 14326784
4 4 14326784 14345936
5 5 14235616 14326800
6 4 13920512 14235648
5 4 14235648 14326800
4 4 14326800 14345936
5 5 14235680 14326816
6 5 13920576 14235712
5 5 14235712 14326816
6 6 13920640 14235744
7 3 13098496 13920704
6 3 13920704 14235744
5 3 14235744 14326816
4 3 14326816 14345936
3 3 14345936 14348664
4 4 14326832 14345944
5 4 14235776 14326848
4 4 14326848 14345944
5 5 14235808 14326864
6 4 13920768 14235840
5 4 14235840 14326864
4 4 14326864 14345944
5 5 14235872 14326880
6 5 13920832 14235904
5 5 14235904 14326880
6 6 13920896 14235936
7 4 13098624 13920960
6 4 13920960 14235936
5 4 14235936 14326880
4 4 14326880 14345944
5 5 14235968 14326896
6 5 13921024 14236000
5 5 14236000 14326896
6 6 13921088 14236032
7 5 13098752 13921152
6 5 13921152 14236032
5 5 14236032 14326896
6 6 13921216 14236064
7 6 13098880 13921280
6 6 13921280 14236064
7 7 13099008 13921344
8 2 11447296 13099136
7 2 13099136 13921344
6 2 13921344 14236064
5 2 14236064 14326896
4 2 14326896 14345944
3 2 14345944 14348664
