"Function / Call Stack","CPU Time","Memory Bound","Memory Bound","Loads","Stores","LLC Miss Count","Average Latency (cycles)","Module","Function (Full)","Source File","Start Address"
"xas_create","0.00200893","0","0","1846952","2217123","0","5","vmlinux","xas_create","[Unknown]","0xffffffff9c688f80"
"__zone_watermark_ok","0.00200893","0","0","14592482","0","0","0","vmlinux","__zone_watermark_ok","[Unknown]","0xffffffff9bda55b0"
"flush_tlb_func","0.00200893","0","0","3693904","2770428","0","5","vmlinux","flush_tlb_func","[Unknown]","0xffffffff9baa5b70"
"folio_referenced_one","0.00200893","0","0","2770428","923476","0","0","vmlinux","folio_referenced_one","[Unknown]","0xffffffff9bd8db40"
"get_vma_policy","0.00200893","0","0","2770428","923476","0","5","vmlinux","get_vma_policy","[Unknown]","0xffffffff9bdde050"
"vma_alloc_folio_noprof","0.00200893","0","","5911027","12745530","0","5","vmlinux","vma_alloc_folio_noprof","[Unknown]","0xffffffff9bddeb20"
"pte_pfn","0.00200893","","0","0","0","0","0","vmlinux","pte_pfn","[Unknown]","0xffffffff9bd6e380"
"_raw_spin_trylock","0.00200893","0","0","9604931","4617380","0","0","vmlinux","_raw_spin_trylock","[Unknown]","0xffffffff9c6f7a50"
"func@0x20d0","0.00200893","0","0","12928664","0","0","0","prime_implicants","func@0x20d0","[Unknown]","0x20d0"
"_raw_spin_unlock_irqrestore","0.00200893","0","0","0","2770428","0","0","vmlinux","_raw_spin_unlock_irqrestore","[Unknown]","0xffffffff9c6f7ab0"
"shrink_folio_list","0.00200893","0","0","2217123","3140599","0","0","vmlinux","shrink_folio_list","[Unknown]","0xffffffff9bd384a0"
"set_ptes.isra.0","0.00200893","0","0","2770428","1846952","0","5","vmlinux","set_ptes.isra.0","[Unknown]","0xffffffff9bd6e120"
"_mm256_store_si256","0.00200893","0","0","0","242694957","0","0","prime_implicants","_mm256_store_si256","avxintrin.h","0x368a"
"folio_lock_anon_vma_read","0.00200893","0","0","0","0","0","0","vmlinux","folio_lock_anon_vma_read","[Unknown]","0xffffffff9bd90dd0"
"_mm256_srli_epi64","0.00200893","0","0","0","0","0","0","prime_implicants","_mm256_srli_epi64","avx2intrin.h","0x34f9"
"kmem_cache_free","0.00100446","0","0","0","370171","0","0","vmlinux","kmem_cache_free","[Unknown]","0xffffffff9bdb6500"
"_mm256_or_si256","0.00100446","0","0","0","0","0","0","prime_implicants","_mm256_or_si256","avx2intrin.h","0x3540"
"__free_pages","0.00100446","0","0","0","0","0","0","vmlinux","__free_pages","[Unknown]","0xffffffff9bda46c0"
"mutex_lock","0.00100446","0","0","0","0","0","0","vmlinux","mutex_lock","[Unknown]","0xffffffff9c6f3230"
"__alloc_pages_slowpath.constprop.0","0.00100446","0","0","6834503","6464332","0","5","vmlinux","__alloc_pages_slowpath.constprop.0","[Unknown]","0xffffffff9bda6fa0"
"xas_clear_mark","0.00100446","0","0","2770428","0","0","0","vmlinux","xas_clear_mark","[Unknown]","0xffffffff9c689570"
"add_to_swap","0.00100446","0","0","0","0","0","0","vmlinux","add_to_swap","[Unknown]","0xffffffff9bdc0720"
"add_to_swap_cache","0.00100446","0","0","1846952","923476","0","0","vmlinux","add_to_swap_cache","[Unknown]","0xffffffff9bdc01f0"
"hrtimer_active","0.00100446","0","0","0","0","0","0","vmlinux","hrtimer_active","[Unknown]","0xffffffff9bb9dd70"
"buffer_check_dirty_writeback","0.00100446","0","0","0","0","0","0","vmlinux","buffer_check_dirty_writeback","[Unknown]","0xffffffff9be99a10"
"refill_stock","0.00100446","0","0","0","0","0","0","vmlinux","refill_stock","[Unknown]","0xffffffff9be0b620"
"pv_native_get_debugreg","0.00100446","0","0","0","0","0","0","vmlinux","pv_native_get_debugreg","[Unknown]","0xffffffff9c6e9080"
"pgd_none","0.00100446","0","0","923476","0","0","5","vmlinux","pgd_none","[Unknown]","0xffffffff9bd6c930"
"workingset_update_node","0.00100446","0","0","0","0","0","0","vmlinux","workingset_update_node","[Unknown]","0xffffffff9bd63d80"
"__cond_resched","0.00100446","0","0","1846952","0","0","0","vmlinux","__cond_resched","[Unknown]","0xffffffff9c6f0330"
"_mm256_or_si256","0.00100446","0","0","0","0","0","0","prime_implicants","_mm256_or_si256","avx2intrin.h","0x3598"
"folio_add_lru_vma","0.00100446","0","0","0","0","0","0","vmlinux","folio_add_lru_vma","[Unknown]","0xffffffff9bd2e6f0"
"native_set_pte","0.00100446","0","","3693904","923476","0","0","vmlinux","native_set_pte","[Unknown]","0xffffffff9ba96d70"
"_dl_runtime_resolve_xsavec","0.00100446","0","0","0","0","0","0","ld-linux-x86-64.so.2","_dl_runtime_resolve_xsavec","dl-trampoline.h","0x11d60"
"pmd_val","0.00100446","0","0","923476","0","0","0","vmlinux","pmd_val","[Unknown]","0xffffffff9bd6c7d0"
"_mm_store_si128","0.00100446","0","0","0","1846952","0","0","prime_implicants","_mm_store_si128","emmintrin.h","0x35a5"
"perf_sample_event_took","0.00100446","0","0","0","0","0","0","vmlinux","perf_sample_event_took","[Unknown]","0xffffffff9bd009d0"
"_mm256_srli_epi64","0.00100446","0","","0","0","0","0","prime_implicants","_mm256_srli_epi64","avx2intrin.h","0x351e"
"intel_pmu_handle_irq","0.00100446","0","0","923476","2770428","0","0","vmlinux","intel_pmu_handle_irq","[Unknown]","0xffffffff9ba1c640"
"_mm256_or_si256","0.00100446","0","0","0","0","0","0","prime_implicants","_mm256_or_si256","avx2intrin.h","0x3582"
"native_write_msr","0.00100446","0","0","0","0","0","0","vmlinux","native_write_msr","[Unknown]","0xffffffff9ba97230"
"pte_write","0.00100446","0","0","0","0","0","0","vmlinux","pte_write","[Unknown]","0xffffffff9bd6c810"
"_mm256_srli_epi64","0.00100446","0","0","0","0","0","0","prime_implicants","_mm256_srli_epi64","avx2intrin.h","0x353b"
"_mm256_slli_si256","0.00100446","0","0","0","0","0","0","prime_implicants","_mm256_slli_si256","avx2intrin.h","0x360d"
"propagate_protected_usage","0.00100446","0","0","0","0","0","0","vmlinux","propagate_protected_usage","[Unknown]","0xffffffff9be08d50"
"d_shrink_del","0.00100446","0","0","0","0","0","0","vmlinux","d_shrink_del","[Unknown]","0xffffffff9be5d810"
"demote_folio_list","0.00100446","0","0","0","0","0","0","vmlinux","demote_folio_list","[Unknown]","0xffffffff9bd33280"
"get_sigframe","0.00100446","0","0","0","0","0","0","vmlinux","get_sigframe","[Unknown]","0xffffffff9ba3e6e0"
"ptep_clear_flush","0.00100446","0","0","2770428","0","0","0","vmlinux","ptep_clear_flush","[Unknown]","0xffffffff9bd8b9e0"
"folio_referenced","0.00100446","0","0","0","2770428","0","0","vmlinux","folio_referenced","[Unknown]","0xffffffff9bd8e2f0"
"wake_all_kswapds","0.00100446","0","0","1846952","1846952","0","0","vmlinux","wake_all_kswapds","[Unknown]","0xffffffff9bd9fbc0"
"lru_gen_look_around","0.00100446","0","0","0","1846952","0","5","vmlinux","lru_gen_look_around","[Unknown]","0xffffffff9bd3d550"
"native_queued_spin_lock_slowpath","0.00100446","0","0","0","0","0","0","vmlinux","native_queued_spin_lock_slowpath","[Unknown]","0xffffffff9c6f82d0"
"folio_mapping","0.00100446","0","0","2770428","0","0","13","vmlinux","folio_mapping","[Unknown]","0xffffffff9bd4b450"
"list_lru_count_one","0.00100446","0","0","923476","0","0","0","vmlinux","list_lru_count_one","[Unknown]","0xffffffff9bd62ee0"
"folio_inc_gen","0.00100446","0","0","0","923476","0","5","vmlinux","folio_inc_gen","[Unknown]","0xffffffff9bd34620"
"_raw_spin_lock_irqsave","0.00100446","0","0","2770428","923476","0","5","vmlinux","_raw_spin_lock_irqsave","[Unknown]","0xffffffff9c6f79f0"
"native_read_msr_safe","0.00100446","0","0","0","0","0","0","vmlinux","native_read_msr_safe","[Unknown]","0xffffffff9ba96ff0"
"lru_gen_del_folio","0.00100446","0","0","370171","1846952","0","0","vmlinux","lru_gen_del_folio","[Unknown]","0xffffffff9bd34450"
"fpregs_assert_state_consistent","0.00100446","0","0","3693904","0","0","0","vmlinux","fpregs_assert_state_consistent","[Unknown]","0xffffffff9ba50450"
"noop_dirty_folio","0.00100446","0","0","0","0","0","0","vmlinux","noop_dirty_folio","[Unknown]","0xffffffff9bd269f0"
"task_tick_fair","0.00100446","0","","0","0","0","0","vmlinux","task_tick_fair","[Unknown]","0xffffffff9bb1c510"
"anon_vma_interval_tree_iter_first","0.00100446","0","0","0","0","0","0","vmlinux","anon_vma_interval_tree_iter_first","[Unknown]","0xffffffff9bd628e0"
"_find_next_bit","0.00100446","1","0","3693904","0","0","0","vmlinux","_find_next_bit","[Unknown]","0xffffffff9c08f1e0"
"shrink_slab","0.00100446","0","","0","0","0","0","vmlinux","shrink_slab","[Unknown]","0xffffffff9bd41ad0"
"ktime_get_update_offsets_now","0.00100446","0","0","0","0","0","0","vmlinux","ktime_get_update_offsets_now","[Unknown]","0xffffffff9bba2ec0"
"swap_writepage","0.00100446","0","0","0","0","0","0","vmlinux","swap_writepage","[Unknown]","0xffffffff9bdbf710"
"folio_alloc_mpol_noprof","0.00100446","0","0","4617380","370171","0","5","vmlinux","folio_alloc_mpol_noprof","[Unknown]","0xffffffff9bdde990"
"page_vma_mapped_walk","0.00100446","0","0","923476","3693904","0","0","vmlinux","page_vma_mapped_walk","[Unknown]","0xffffffff9bd89200"
"super_cache_count","0.00100446","0","0","0","0","0","0","vmlinux","super_cache_count","[Unknown]","0xffffffff9be3d180"
"cgroup_rstat_updated","0.00100446","0.333333","0","14775616","6834503","0","4.16667","vmlinux","cgroup_rstat_updated","[Unknown]","0xffffffff9bbd6c40"
"_mm256_or_si256","0.00100446","0","0","0","0","0","0","prime_implicants","_mm256_or_si256","avx2intrin.h","0x370c"
"clflush_cache_range","0.00100446","0","0","0","0","0","0","vmlinux","clflush_cache_range","[Unknown]","0xffffffff9baa6ad0"
"error_return","0","0","0","923476","0","0","0","vmlinux","error_return","[Unknown]","0xffffffff9c801d70"
"pfn_to_dma_pte","0","0","0","0","370171","0","0","vmlinux","pfn_to_dma_pte","[Unknown]","0xffffffff9c2e5c20"
"swap_cgroup_record","0","0","0","923476","0","0","0","vmlinux","swap_cgroup_record","[Unknown]","0xffffffff9be11c00"
"alloc_swap_scan_cluster","0","0","0","0","923476","0","0","vmlinux","alloc_swap_scan_cluster","[Unknown]","0xffffffff9bdc4b20"
"__blk_rq_map_sg","0","0","0","0","0","0","14","vmlinux","__blk_rq_map_sg","[Unknown]","0xffffffff9c024340"
"__filemap_remove_folio","0","0","0","923476","0","0","0","vmlinux","__filemap_remove_folio","[Unknown]","0xffffffff9bd1c570"
"folio_unlock","0","0","","1846952","0","0","0","vmlinux","folio_unlock","[Unknown]","0xffffffff9bd19ac0"
"__swap_writepage","0","0","0","923476","923476","0","0","vmlinux","__swap_writepage","[Unknown]","0xffffffff9bdbf340"
"irqentry_enter_from_user_mode","0","0","0","2770428","0","0","0","vmlinux","irqentry_enter_from_user_mode","[Unknown]","0xffffffff9c6e9a30"
"__swap_duplicate","0","0","0","923476","923476","0","0","vmlinux","__swap_duplicate","[Unknown]","0xffffffff9bdc2a10"
"xas_start","0","0","0","0","370171","0","0","vmlinux","xas_start","[Unknown]","0xffffffff9c688460"
"lruvec_stat_mod_folio.constprop.0","0","0","0","923476","0","0","0","vmlinux","lruvec_stat_mod_folio.constprop.0","[Unknown]","0xffffffff9baa3e30"
"folio_remove_rmap_ptes","0","0","0","0","1846952","0","191","vmlinux","folio_remove_rmap_ptes","[Unknown]","0xffffffff9bd8ea70"
"rcu_segcblist_ready_cbs","0","0","0","923476","0","0","0","vmlinux","rcu_segcblist_ready_cbs","[Unknown]","0xffffffff9bb7fe60"
"__folio_end_writeback","0","0","0","370171","370171","0","0","vmlinux","__folio_end_writeback","[Unknown]","0xffffffff9bd2a040"
"put_swap_folio","0","0","0","370171","0","0","0","vmlinux","put_swap_folio","[Unknown]","0xffffffff9bdc5f60"
"lru_move_tail","0","0","0","370171","370171","0","0","vmlinux","lru_move_tail","[Unknown]","0xffffffff9bd2c710"
"mod_node_page_state","0","0","0","0","1293647","0","0","vmlinux","mod_node_page_state","[Unknown]","0xffffffff9bd4e200"
"__end_swap_bio_write","0","0","0","370171","0","0","0","vmlinux","__end_swap_bio_write","[Unknown]","0xffffffff9bdbe940"
"__slab_free","0","0","0","370171","0","0","0","vmlinux","__slab_free","[Unknown]","0xffffffff9bdb45c0"
"folio_mark_dirty","0","0","0","923476","0","0","0","vmlinux","folio_mark_dirty","[Unknown]","0xffffffff9bd26680"
"mempool_alloc_slab","0","0","0","370171","0","0","0","vmlinux","mempool_alloc_slab","[Unknown]","0xffffffff9bd20f30"
"folio_end_writeback","0","0","0","370171","740342","0","0","vmlinux","folio_end_writeback","[Unknown]","0xffffffff9bd1a8b0"
"mod_zone_page_state","0","0","0","370171","0","0","0","vmlinux","mod_zone_page_state","[Unknown]","0xffffffff9bd4d680"
"sched_clock","0","0","0","0","1846952","0","0","vmlinux","sched_clock","[Unknown]","0xffffffff9ba4d8b0"
"dma_pte_clear_level","0","0","0","0","370171","0","0","vmlinux","dma_pte_clear_level","[Unknown]","0xffffffff9c2e3d70"
"blk_mq_submit_bio","0","0","0","0","923476","0","4","vmlinux","blk_mq_submit_bio","[Unknown]","0xffffffff9c02eb60"
"get_swappiness","0","0","0","0","923476","0","0","vmlinux","get_swappiness","[Unknown]","0xffffffff9bd35d70"
